player_name,nation,position,age,matches_played,starts,minutes_played,goals,assists,penalties_scored,yellow_cards,red_cards,expected_goals,expected_assists,team_name
Jason Steele,eng ENG,GK,34,0,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion
Billy Gilmour,sct SCO,MF,23,0,1,98.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Brighton-and-Hove-Albion
Solly March,eng ENG,"MF,FW",30,0,0,40.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,Brighton-and-Hove-Albion
Jakub Moder,pl POL,MF,25,0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Brighton-and-Hove-Albion
Jeremy Sarmiento,ec ECU,MF,22,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion
Valentín Barco,ar ARG,DF,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion
Killian Cahill,ie IRL,GK,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion
Eiran Cashin,ie IRL,DF,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion
Joe Knight,eng ENG,MF,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion
Ruairi Mcconville,nir NIR,DF,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion
Mark O'Mahony,ie IRL,FW,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion
Carl Rushworth,eng ENG,GK,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion
Imari Samuels,eng ENG,DF,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion
Jacob Slater,eng ENG,DF,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion
Bernd Leno,de GER,GK,33,29,29,2610.0,0.0,1.0,0.0,3.0,0.0,0.0,0.1,Fulham
Antonee Robinson,us USA,DF,27,29,28,2539.0,0.0,10.0,0.0,7.0,0.0,0.7,3.8,Fulham
Alex Iwobi,ng NGA,"FW,MF",28,29,28,2358.0,7.0,4.0,0.0,1.0,0.0,3.9,5.7,Fulham
Calvin Bassey,ng NGA,DF,25,28,27,2444.0,1.0,0.0,0.0,5.0,0.0,1.0,0.1,Fulham
Raúl Jiménez,mx MEX,FW,33,29,23,1836.0,10.0,3.0,3.0,3.0,0.0,10.3,2.8,Fulham
Emile Smith Rowe,eng ENG,MF,24,26,22,1724.0,5.0,2.0,0.0,1.0,0.0,4.1,1.1,Fulham
Saša Lukić,rs SRB,MF,28,22,21,1738.0,0.0,2.0,0.0,10.0,0.0,0.8,2.6,Fulham
Joachim Andersen,dk DEN,DF,28,20,20,1773.0,0.0,0.0,0.0,4.0,1.0,0.4,0.3,Fulham
Andreas Pereira,br BRA,MF,29,26,19,1577.0,2.0,4.0,0.0,7.0,0.0,3.3,3.7,Fulham
Sander Berge,no NOR,MF,27,22,18,1644.0,0.0,0.0,0.0,4.0,0.0,0.2,0.6,Fulham
Adama Traoré,es ESP,"FW,MF",29,27,15,1407.0,2.0,5.0,0.0,2.0,0.0,3.7,4.1,Fulham
Kenny Tete,nl NED,DF,29,15,15,1262.0,0.0,2.0,0.0,3.0,0.0,1.0,0.7,Fulham
Timothy Castagne,be BEL,DF,29,19,14,1342.0,0.0,1.0,0.0,1.0,0.0,0.4,1.2,Fulham
Issa Diop,fr FRA,DF,28,20,14,1263.0,0.0,0.0,0.0,2.0,0.0,0.5,0.1,Fulham
Harry Wilson,wls WAL,"FW,MF",28,19,8,839.0,5.0,1.0,0.0,2.0,0.0,3.2,1.0,Fulham
Rodrigo Muniz,br BRA,FW,23,28,6,819.0,6.0,1.0,0.0,1.0,0.0,4.7,0.7,Fulham
Reiss Nelson,eng ENG,FW,25,11,5,487.0,1.0,1.0,0.0,1.0,0.0,1.1,1.0,Fulham
Tom Cairney,sct SCO,MF,34,19,2,438.0,1.0,0.0,0.0,2.0,1.0,0.1,0.7,Fulham
Jorge Cuenca,es ESP,DF,25,5,2,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham
Willian,br BRA,"FW,MF",36,5,1,131.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,Fulham
Ryan Sessegnon,eng ENG,"DF,MF",24,7,1,96.0,2.0,0.0,0.0,0.0,0.0,0.5,0.4,Fulham
Joshua King,eng ENG,"MF,FW",18,5,1,80.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,Fulham
Harrison Reed,eng ENG,MF,30,10,0,78.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,Fulham
Martial Godo,eng ENG,FW,22,1,0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham
Carlos Vinícius,br BRA,MF,29,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham
Jay Stansfield,eng ENG,MF,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham
Samuel Amissah,eng ENG,DF,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham
Steven Benda,de GER,GK,26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham
Youri Tielemans,be BEL,MF,27,29,29,2491.0,2.0,4.0,0.0,4.0,0.0,2.6,5.7,Aston-Villa
Emiliano Martínez,ar ARG,GK,32,28,28,2430.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Aston-Villa
Morgan Rogers,eng ENG,"MF,FW",22,28,28,2336.0,7.0,4.0,0.0,8.0,0.0,4.8,5.2,Aston-Villa
Ezri Konsa,eng ENG,DF,27,25,25,2171.0,1.0,0.0,0.0,0.0,0.0,0.7,0.2,Aston-Villa
Lucas Digne,fr FRA,DF,31,28,25,2061.0,0.0,4.0,0.0,3.0,0.0,0.8,4.0,Aston-Villa
Ollie Watkins,eng ENG,FW,29,29,25,2055.0,13.0,6.0,2.0,0.0,0.0,13.9,2.7,Aston-Villa
John McGinn,sct SCO,"MF,FW",30,25,22,1777.0,0.0,3.0,0.0,6.0,0.0,2.0,2.7,Aston-Villa
Pau Torres,es ESP,DF,28,18,18,1549.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,Aston-Villa
Matty Cash,pl POL,"DF,FW",27,19,16,1396.0,1.0,1.0,0.0,6.0,0.0,0.2,1.0,Aston-Villa
Jacob Ramsey,eng ENG,"FW,MF",23,21,15,1248.0,1.0,3.0,0.0,1.0,0.0,1.3,1.8,Aston-Villa
Leon Bailey,jm JAM,"FW,MF",27,23,14,1138.0,1.0,2.0,0.0,3.0,0.0,1.7,1.5,Aston-Villa
Amadou Onana,be BEL,MF,23,17,14,1079.0,2.0,0.0,0.0,4.0,0.0,1.8,0.2,Aston-Villa
Boubacar Kamara,fr FRA,MF,25,17,13,1081.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,Aston-Villa
Diego Carlos,br BRA,DF,32,10,8,830.0,0.0,0.0,0.0,1.0,0.0,0.6,0.0,Aston-Villa
Tyrone Mings,eng ENG,DF,32,10,8,781.0,0.0,0.0,0.0,1.0,0.0,0.6,0.2,Aston-Villa
Lamare Bogarde,nl NED,"DF,MF",21,8,5,476.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1,Aston-Villa
Jáder Durán,co COL,FW,21,20,4,638.0,7.0,0.0,0.0,3.0,1.0,4.9,0.2,Aston-Villa
Ian Maatsen,nl NED,DF,23,22,4,617.0,0.0,1.0,0.0,2.0,0.0,0.2,1.6,Aston-Villa
Axel Disasi,fr FRA,DF,27,4,4,360.0,0.0,0.0,0.0,1.0,0.0,0.1,0.4,Aston-Villa
Andrés García,es ESP,"DF,MF",22,5,4,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Aston-Villa
Ross Barkley,eng ENG,MF,31,16,3,554.0,3.0,1.0,0.0,3.0,0.0,1.7,0.6,Aston-Villa
Jaden Philogene Bidace,eng ENG,"FW,MF",23,11,2,332.0,0.0,0.0,0.0,4.0,1.0,0.5,0.3,Aston-Villa
Marco Asensio,es ESP,"MF,FW",29,4,2,207.0,2.0,0.0,0.0,0.0,0.0,1.4,0.2,Aston-Villa
Marcus Rashford,eng ENG,FW,27,5,1,202.0,0.0,2.0,0.0,0.0,0.0,0.3,1.9,Aston-Villa
Robin Olsen,se SWE,GK,35,3,1,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Donyell Malen,nl NED,FW,26,6,1,170.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,Aston-Villa
Kosta Nedeljković,rs SRB,DF,19,5,0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Emi Buendía,ar ARG,"MF,FW",28,12,0,98.0,0.0,0.0,0.0,1.0,0.0,0.7,0.0,Aston-Villa
Benjamin Broggio,eng ENG,FW,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Joe Gauci,au AUS,GK,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Jamaldeen Jimoh,eng ENG,MF,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Sil Swinkels,nl NED,DF,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Kadan Young,eng ENG,MF,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Oliwier Zych,pl POL,GK,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Milos Kerkez,hu HUN,DF,21,29,29,2537.0,2.0,5.0,0.0,4.0,0.0,0.5,3.2,Bournemouth
Antoine Semenyo,gh GHA,FW,25,28,28,2465.0,7.0,4.0,0.0,9.0,0.0,8.6,5.1,Bournemouth
Illia Zabarnyi,ua UKR,DF,22,27,27,2364.0,0.0,0.0,0.0,3.0,1.0,0.8,0.5,Bournemouth
Lewis Cook,eng ENG,"MF,DF",28,28,26,2392.0,1.0,3.0,0.0,6.0,0.0,0.6,3.6,Bournemouth
Ryan Christie,sct SCO,MF,30,28,26,2060.0,2.0,3.0,0.0,9.0,0.0,1.8,3.4,Bournemouth
Justin Kluivert,nl NED,"MF,FW",25,28,24,1936.0,12.0,6.0,6.0,6.0,0.0,9.9,4.7,Bournemouth
Kepa Arrizabalaga,es ESP,GK,30,22,22,1980.0,0.0,0.0,0.0,3.0,0.0,0.1,0.0,Bournemouth
Evanilson,br BRA,FW,25,22,19,1544.0,6.0,0.0,0.0,0.0,0.0,7.9,1.4,Bournemouth
Dean Huijsen,es ESP,DF,19,23,18,1694.0,2.0,0.0,0.0,6.0,0.0,1.6,1.1,Bournemouth
Marcus Tavernier,eng ENG,"FW,MF",26,22,16,1505.0,3.0,5.0,0.0,5.0,0.0,5.2,2.8,Bournemouth
Dango Ouattara,bf BFA,FW,23,26,15,1518.0,7.0,4.0,0.0,1.0,0.0,7.2,4.5,Bournemouth
Tyler Adams,us USA,MF,26,19,13,1245.0,0.0,3.0,0.0,4.0,0.0,1.2,0.8,Bournemouth
Adam Smith,eng ENG,DF,33,17,12,1035.0,0.0,0.0,0.0,4.0,0.0,0.6,0.1,Bournemouth
Marcos Senesi,ar ARG,DF,27,11,11,917.0,0.0,0.0,0.0,4.0,0.0,0.8,0.2,Bournemouth
David Brooks,wls WAL,FW,27,22,8,736.0,2.0,0.0,0.0,3.0,0.0,2.2,1.6,Bournemouth
James Hill,eng ENG,DF,23,9,6,424.0,0.0,1.0,0.0,1.0,0.0,0.3,0.2,Bournemouth
Mark Travers,ie IRL,GK,25,5,5,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Julian Araujo,mx MEX,DF,23,8,5,355.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Bournemouth
Alex Scott,eng ENG,MF,21,12,2,380.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,Bournemouth
Enes Ünal,tr TUR,"FW,MF",27,17,2,345.0,2.0,1.0,0.0,2.0,0.0,2.7,0.4,Bournemouth
Neto,br BRA,GK,35,2,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Luis Sinisterra,co COL,"FW,MF",25,12,1,236.0,1.0,1.0,0.0,0.0,0.0,1.2,1.4,Bournemouth
Philip Billing,dk DEN,MF,28,10,1,184.0,0.0,0.0,0.0,1.0,0.0,0.6,1.1,Bournemouth
Max Aarons,eng ENG,DF,25,3,1,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Daniel Jebbison,eng ENG,FW,21,9,0,70.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,Bournemouth
Ben Winterburn,eng ENG,MF,20,2,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Remy Rees-Dottin,eng ENG,FW,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Zain Silcott-Duberry,ms MSR,FW,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Daniel Adu-Adjei,eng ENG,FW,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Matai Akinmboni,us USA,DF,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Jaidon Anthony,eng ENG,"FW,MF",25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Will Dennis,eng ENG,GK,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Archie Harris,eng ENG,DF,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Hamed Junior Traorè,ci CIV,"FW,MF",25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Callan Mckenna,sct SCO,GK,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Dominic Sadi,eng ENG,MF,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Julio Soler,ar ARG,DF,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Maxwell Wellings,eng ENG,DF,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Nathan Collins,ie IRL,DF,23,29,29,2610.0,2.0,1.0,0.0,4.0,0.0,2.3,1.4,Brentford
Bryan Mbeumo,cm CMR,FW,25,29,29,2604.0,15.0,5.0,4.0,2.0,0.0,9.0,6.7,Brentford
Mark Flekken,nl NED,GK,31,28,28,2465.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2,Brentford
Keane Lewis-Potter,eng ENG,"DF,FW",24,29,27,2369.0,1.0,2.0,0.0,4.0,0.0,2.5,2.0,Brentford
Mikkel Damsgaard,dk DEN,"MF,FW",24,29,26,2216.0,2.0,10.0,0.0,2.0,0.0,2.3,7.1,Brentford
Yoane Wissa,cd COD,FW,28,26,25,2110.0,14.0,2.0,0.0,2.0,0.0,13.6,1.6,Brentford
Vitaly Janelt,de GER,MF,26,28,25,2099.0,1.0,3.0,0.0,3.0,0.0,0.8,2.2,Brentford
Christian Nørgaard,dk DEN,MF,31,25,25,2010.0,4.0,2.0,0.0,4.0,1.0,3.1,0.8,Brentford
Ethan Pinnock,jm JAM,DF,31,21,20,1831.0,2.0,0.0,0.0,2.0,0.0,0.9,1.2,Brentford
Sepp van den Berg,nl NED,DF,23,22,20,1776.0,0.0,0.0,0.0,1.0,0.0,0.8,0.2,Brentford
Kevin Schade,de GER,FW,23,29,17,1575.0,7.0,2.0,0.0,2.0,0.0,5.8,2.7,Brentford
Kristoffer Ajer,no NOR,DF,26,16,15,1205.0,0.0,0.0,0.0,4.0,0.0,0.7,1.2,Brentford
Mads Roerslev,dk DEN,DF,25,19,11,1101.0,0.0,2.0,0.0,2.0,0.0,0.2,3.0,Brentford
Mathias Jensen,dk DEN,MF,29,16,8,736.0,0.0,1.0,0.0,1.0,0.0,0.2,1.5,Brentford
Yehor Yarmoliuk,ua UKR,MF,21,22,7,795.0,0.0,0.0,0.0,3.0,0.0,0.6,0.3,Brentford
Fabio Carvalho,pt POR,"FW,MF",22,19,3,455.0,2.0,1.0,0.0,1.0,0.0,2.5,0.7,Brentford
Ben Mee,eng ENG,DF,35,7,2,183.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Brentford
Hákon Rafn Valdimarsson,is ISL,GK,23,2,1,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Thiago,br BRA,FW,23,4,1,132.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,Brentford
Edmond-Paris Maghoma,eng ENG,"MF,FW",23,7,0,111.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,Brentford
Michael Kayode,it ITA,DF,20,4,0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Brentford
Yunus Emre Konak,tr TUR,"FW,MF",19,7,0,31.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,Brentford
Kim Jisoo,kr KOR,DF,20,3,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Frank Onyeka,ng NGA,MF,27,2,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Jayden Meghoma,eng ENG,DF,18,1,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Rico Henry,eng ENG,DF,27,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Ryan Trevitt,eng ENG,MF,22,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Benjamin Arthur,eng ENG,DF,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Julian Eyestone,us USA,GK,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Benjamin Fredrick,ng NGA,DF,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Iwan Morgan,wls WAL,FW,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Myles Peart-Harris,eng ENG,MF,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Tony Yogane,eng ENG,MF,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Dean Henderson,eng ENG,GK,28,28,28,2520.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Crystal-Palace
Tyrick Mitchell,eng ENG,DF,25,28,28,2400.0,0.0,4.0,0.0,2.0,0.0,1.2,5.3,Crystal-Palace
Marc Guéhi,eng ENG,DF,24,27,27,2430.0,3.0,2.0,0.0,7.0,0.0,1.6,1.1,Crystal-Palace
Daniel Muñoz,co COL,DF,28,27,27,2343.0,3.0,4.0,0.0,7.0,0.0,4.1,3.8,Crystal-Palace
Maxence Lacroix,fr FRA,DF,24,25,25,2245.0,1.0,1.0,0.0,4.0,0.0,2.5,0.4,Crystal-Palace
Jean-Philippe Mateta,fr FRA,FW,27,27,25,2132.0,12.0,2.0,2.0,2.0,0.0,11.3,3.0,Crystal-Palace
Eberechi Eze,eng ENG,"MF,FW",26,24,22,1924.0,2.0,6.0,0.0,1.0,0.0,6.1,4.6,Crystal-Palace
Ismaila Sarr,sn SEN,"MF,FW",27,28,21,1930.0,7.0,3.0,0.0,3.0,0.0,7.8,5.7,Crystal-Palace
Will Hughes,eng ENG,MF,29,24,19,1641.0,0.0,3.0,0.0,10.0,0.0,0.9,2.5,Crystal-Palace
Jefferson Lerma,co COL,MF,30,23,18,1541.0,0.0,0.0,0.0,5.0,0.0,0.9,1.4,Crystal-Palace
Chris Richards,us USA,DF,24,17,15,1338.0,0.0,0.0,0.0,2.0,0.0,0.5,0.1,Crystal-Palace
Trevoh Chalobah,eng ENG,DF,25,12,12,1060.0,3.0,0.0,0.0,1.0,0.0,1.2,0.4,Crystal-Palace
Daichi Kamada,jp JPN,MF,28,24,10,986.0,0.0,0.0,0.0,2.0,1.0,0.8,1.1,Crystal-Palace
Adam Wharton,eng ENG,MF,20,13,10,843.0,0.0,0.0,0.0,1.0,0.0,0.3,2.0,Crystal-Palace
Eddie Nketiah,eng ENG,"MF,FW",25,20,7,708.0,1.0,1.0,0.0,3.0,0.0,3.3,1.5,Crystal-Palace
Cheick Doucouré,ml MLI,MF,25,13,4,452.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,Crystal-Palace
Nathaniel Clyne,eng ENG,"DF,MF",33,11,4,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,Crystal-Palace
Justin Devenny,nir NIR,MF,21,14,3,318.0,1.0,0.0,0.0,0.0,0.0,0.5,0.3,Crystal-Palace
Odsonne Édouard,fr FRA,"MF,FW",27,2,1,115.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,Crystal-Palace
Joachim Andersen,dk DEN,DF,28,1,1,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Crystal-Palace
Chadi Riad,ma MAR,DF,21,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace
Jeffrey Schlupp,gh GHA,"MF,DF",32,12,0,103.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,Crystal-Palace
Ben Chilwell,eng ENG,"DF,MF",28,3,0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,Crystal-Palace
Jordan Ayew,gh GHA,"FW,MF",33,1,0,21.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,Crystal-Palace
Caleb Kporha,eng ENG,DF,18,2,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace
Romain Esse,eng ENG,MF,19,2,0,8.0,1.0,0.0,0.0,0.0,0.0,0.3,0.0,Crystal-Palace
Asher Agbinone,eng ENG,MF,19,2,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace
Naouirou Ahamada,fr FRA,MF,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace
Matheus França,br BRA,FW,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace
Rob Holding,eng ENG,DF,29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace
Sam Johnstone,eng ENG,GK,31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace
Zachariah Marsh,eng ENG,FW,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace
Remi Matthews,eng ENG,GK,31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace
Kaden Rodney,eng ENG,"DF,MF",20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace
Matt Turner,us USA,GK,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace
Franco Umeh-Chibueze,ie IRL,MF,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace
Joel Ward,eng ENG,"DF,MF",35,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace
André Onana,cm CMR,GK,28,0,29,2610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Manchester-United
Diogo Dalot,pt POR,DF,26,0,28,2486.0,0.0,2.0,0.0,4.0,0.0,1.9,1.7,Manchester-United
Bruno Fernandes,pt POR,MF,30,0,28,2375.0,8.0,9.0,3.0,4.0,2.0,8.5,6.0,Manchester-United
Noussair Mazraoui,ma MAR,DF,27,0,26,2218.0,0.0,1.0,0.0,2.0,0.0,0.6,1.2,Manchester-United
Matthijs de Ligt,nl NED,DF,25,0,23,1999.0,2.0,0.0,0.0,3.0,0.0,2.3,0.3,Manchester-United
Lisandro Martínez,ar ARG,DF,27,0,20,1751.0,2.0,1.0,0.0,7.0,0.0,1.3,1.1,Manchester-United
Alejandro Garnacho,ar ARG,"MF,FW",20,0,17,1642.0,4.0,1.0,0.0,1.0,0.0,5.7,2.6,Manchester-United
Amad Diallo,ci CIV,"FW,MF",22,0,17,1594.0,6.0,6.0,0.0,3.0,0.0,4.1,3.9,Manchester-United
Rasmus Højlund,dk DEN,FW,22,0,17,1434.0,3.0,0.0,0.0,2.0,0.0,3.0,1.1,Manchester-United
Manuel Ugarte Ribeiro,uy URU,MF,23,0,16,1327.0,1.0,0.0,0.0,8.0,0.0,0.5,0.6,Manchester-United
Harry Maguire,eng ENG,DF,32,0,15,1358.0,1.0,0.0,0.0,7.0,0.0,0.8,0.3,Manchester-United
Kobbie Mainoo,eng ENG,MF,19,0,15,1285.0,0.0,0.0,0.0,5.0,0.0,0.5,1.5,Manchester-United
Casemiro,br BRA,MF,33,0,13,1123.0,1.0,0.0,0.0,2.0,0.0,1.3,2.2,Manchester-United
Joshua Zirkzee,nl NED,"FW,MF",23,0,12,1251.0,3.0,1.0,0.0,2.0,0.0,4.5,1.5,Manchester-United
Marcus Rashford,eng ENG,"FW,MF",27,0,12,978.0,4.0,1.0,0.0,2.0,0.0,1.7,2.1,Manchester-United
Christian Eriksen,dk DEN,MF,33,0,9,781.0,0.0,1.0,0.0,2.0,0.0,0.2,2.3,Manchester-United
Leny Yoro,fr FRA,DF,19,0,7,700.0,0.0,0.0,0.0,3.0,0.0,0.7,0.0,Manchester-United
Mason Mount,eng ENG,"MF,FW",26,0,4,247.0,0.0,0.0,0.0,2.0,0.0,0.4,0.1,Manchester-United
Jonny Evans,nir NIR,DF,37,0,3,290.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,Manchester-United
Patrick Dorgu,dk DEN,DF,20,0,3,222.0,0.0,0.0,0.0,1.0,1.0,0.1,0.0,Manchester-United
Victor Lindelöf,se SWE,DF,30,0,2,244.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,Manchester-United
Tyrell Malacia,nl NED,DF,25,0,2,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Manchester-United
Ayden Heaven,eng ENG,DF,18,0,1,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-United
Toby Collyer,eng ENG,MF,21,0,0,179.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,Manchester-United
Antony,br BRA,"DF,MF",25,0,0,141.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,Manchester-United
Luke Shaw,eng ENG,DF,29,0,0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-United
Chidozie Obi-Martin,dk DEN,FW,17,0,0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Manchester-United
Harry Amass,eng ENG,DF,18,0,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-United
Scott McTominay,sct SCO,MF,28,0,0,19.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Manchester-United
Altay Bayındır,tr TUR,GK,26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-United
Jayce Fitzgerald,eng ENG,MF,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-United
Jack Fletcher,eng ENG,MF,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-United
